
 Lista de Imóveis da Caixa;;Data de geração:;11/09/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8444431982636 ;SP ;ANGATUBA ;CENTRO ;RUA THEODORO JOSE RODRIGUES, N. 1504, ;172.699,09;172.699,09;0.00;Não;Casa, 53.71 de área total, 53.71 de área privativa, 198.93 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431982636
 8444403713740 ;SP ;ANHUMAS ;CENTRO ;RUA ANGELO SEREGHETTI, N. 110, LT 08 ;187.000,00;187.000,00;0.00;Não;Casa, 73.50 de área total, 73.50 de área privativa, 251.40 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403713740
 8787709862770 ;SP ;ARACATUBA ;PARQUE AQUARELLE ; ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 204, 2º PAVIMENTO BLOCO 16 ;92.444,76;160.000,00;42.23;Não;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709862770
 8787713761745 ;SP ;ARACATUBA ;ESTRADA FAUSE CHADE ;ESTRADA VICINAL FAUSE CHADE, N. 455, Apto 401, BL 01 ;87.526,72;149.500,00;41.46;Não;Apartamento, 105.55 de área total, 39.30 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713761745
 8787709102023 ;SP ;ARACATUBA ;JARDIM PAULISTA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 402, BL 18, VG 168 ;83.135,75;142.000,00;41.46;Não;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709102023
 1444418925553 ;SP ;ARACATUBA ;ARAÇATUBA ; RUA LA VENTANA, N. SN, LT 03 QD H1 ;111.168,79;180.000,00;38.24;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 525.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418925553
 8787709546681 ;SP ;ARACATUBA ;FAZENDA DO ESTADO ; ESTRADA VICINAL FAUSE CHADE, N. 455, Apto 201, BL 01 VG 157 ;97.625,33;150.000,00;34.92;Não;Apartamento, 105.55 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709546681
 8787715221373 ;SP ;ARACATUBA ;PETIT-TRIANON ;RUA ELZA ALMEIDA LEMOS, N. 601, CS 19 ;132.743,28;180.000,00;26.26;Não;Casa, 95.59 de área total, 47.00 de área privativa, 99.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715221373
 8787720823769 ;SP ;ARACATUBA ;ROSELE ;RUA GENERAL JAIR DANTAS RIBEIRO, N. 500, CS 11 ;146.723,81;180.000,00;18.49;Não;Casa, 152.37 de área total, 46.96 de área privativa, 105.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720823769
 8444413758304 ;SP ;ARACATUBA ;VISTA VERDE ;RUA ARLINDO SQUICATO, N. 975, PARTE DO LOTE 25, QUADRA N ;104.129,48;125.000,00;16.70;Não;Casa, 0.00 de área total, 54.08 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413758304
 8787719889905 ;SP ;ARACATUBA ;VILA ALBA ;AVENIDA DOIS DE DEZEMBRO, N. 2156, Apto 23, TORRE 2 ;234.332,22;240.000,00;2.37;Não;Apartamento, 88.97 de área total, 48.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719889905
 8787712949317 ;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA NILO MARIA BOATTO, N. 152, LT 24 QD B ;135.000,00;135.000,00;0.00;Não;Casa, 49.18 de área total, 49.18 de área privativa, 150.93 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712949317
 8787715213516 ;SP ;ARACATUBA ;RESIDENCIAL SYLVIO JOSE VENTUROLLI ;RUA JANDERCI DA SILVA VIUDES, N. 77, LOTE 21 QUADRA 04 ;194.489,00;192.550,00;0.00;Não;Casa, 44.82 de área total, 44.82 de área privativa, 152.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715213516
 8444426361459 ;SP ;ARARAQUARA ;RESIDENCIAL MONTE CARLO ;RUA PROFESSOR JOSE ARANA VARELA, N. SN, LT 744 QD 25 ;79.939,69;138.000,00;42.08;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 265.10 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426361459
 8444434499910 ;SP ;ARARAQUARA ;JARDIM RESID PARAISO ;AVENIDA  PROFESSOR GUSTAVO FLEURY CHARMIL, N. 372, Apto 23,  2 ANDAR  BLOCO  D  TORRE 2 ;81.964,82;140.000,00;41.46;Não;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434499910
 8444435535782 ;SP ;ARARAQUARA ;LAURA MOLINA ;AVENIDA CYRO CARNEIRO JUNQUEIRA, N. 742, LT 361 QD 16 ;86.648,52;148.000,00;41.46;Não;Casa, 41.22 de área total, 41.22 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435535782
 8555525550022 ;SP ;ARARAQUARA ;PARQUE ATACAMA ;AVENIDA PAULINO RODELLA, N. 1234, Apto 402, PAV 4 BL 17 ;88.990,38;152.000,00;41.46;Não;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525550022
 8555538594813 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ; AVENIDA PROFESSOR GUSTAVO FLEURY CHARMELLOT, N. 372, Apto 21, BL E TORRE 4 2 ANDAR ;87.819,45;150.000,00;41.46;Não;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538594813
 8555538657190 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 02, BL A TORRE 3 ;87.819,45;150.000,00;41.46;Não;Apartamento, 88.71 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538657190
 8787711281258 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA LAURINDO FERREIRA FILHO, N. 547, Apto 13, BL C  TORRE 1 ;87.819,45;150.000,00;41.46;Não;Apartamento, 89.44 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711281258
 8787707543952 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL JARDIM IPANEMA ;AVENIDA TEREZA PELEGRINETE MOTA, N. 1489, LT 719 QD 23 ;103.800,00;173.000,00;40.00;Não;Casa, 43.33 de área total, 43.33 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707543952
 8787711693319 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL II ;RUA ALBERTO CIONI, N. 145, Apto 501, TORRE 01 ;120.882,70;200.000,00;39.56;Não;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711693319
 8787713313335 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL ; ESTRADA MUNICIPAL ARA 347, N. 145, Apto 304,   TORRE 07 ;120.882,70;200.000,00;39.56;Não;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713313335
 8787712943858 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ;RUA ROBERTO APARECIDO GUILHERME, N. 145, Apto 302, TORRE 11 ;111.212,08;184.000,00;39.56;Não;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712943858
 10302829 ;SP ;ARARAQUARA ;PARQUE IGACABA ;RUA PASTOR DEOLINDO GONÇALVES DE FREITAS, N. 218, QD 14, LT 48 ;177.173,38;278.000,00;36.27;Não;Casa, 0.00 de área total, 109.77 de área privativa, 220.12 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10302829
 8787712333979 ;SP ;ARARAQUARA ;VILA VIEIRA (VILA XAVIER) ;AVENIDA JOAQUIM VIEIRA DOS SANTOS, N. 2929, Apto 31, BL B TORRE 2 ;126.781,41;160.000,00;20.77;Não;Apartamento, 90.49 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712333979
 8787721654383 ;SP ;ARARAQUARA ;RESIDENCIAL CAMBUY ;RUA JOAO EVANGELISTA RODRIGUES PRIMIANO, N. 423, Apto 1307, TORRE 02 ;278.284,10;280.000,00;0.62;Não;Apartamento, 93.14 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721654383
 8555530474185 ;SP ;ARARAQUARA ;ARARAGUARA ;AVENIDA SANTA ADELIA, N. 900, Apto 14, BL 9 ;131.000,00;131.000,00;0.00;Não;Apartamento, 112.30 de área total, 49.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530474185
 8787713215473 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ; ESTRADA MUNICIPAL ARA 347, N. 145, Apto 203, TORRE 11 ;220.000,00;220.000,00;0.00;Não;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713215473
 8787709724253 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DOM CARLOS CARMELLO, N. 853, Apto 403, BL 02 ;162.840,64;162.840,64;0.00;Não;Apartamento, 84.61 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709724253
 8787710456151 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DOM CARLOS CARMELO, N. 371, Apto 385,  BLOCO 03 ;260.000,00;260.000,00;0.00;Não;Apartamento, 93.22 de área total, 52.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710456151
 8787710555125 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DOM CARLOS CARMELO, N. 853, Apto 302, BL 04 ;194.000,00;194.000,00;0.00;Não;Apartamento, 39.30 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710555125
 8787715294214 ;SP ;ARARAQUARA ;CHACARA FLORA ARARAQUARA ;RUA ANTONIO FERNANDES, N. 251, Apto 506, TR 1 5 PAV ;232.000,00;232.000,00;0.00;Não;Apartamento, 92.50 de área total, 50.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715294214
 8787703835339 ;SP ;ARARAQUARA ;VILA MELHADO ;AVENIDA NOSSA SENHORA DAS GRACAS, N. 563, Apto 1410, . ;250.000,00;250.000,00;0.00;Não;Apartamento, 0.00 de área total, 48.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703835339
 8555539932534 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 303, BLOCO 3 ;153.500,00;153.500,00;0.00;Não;Apartamento, 88.74 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539932534
 8787714512595 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA ENGENHEIRO DOMINGOS FERRARI JUNI, N. 1546, CS 66 ;194.000,00;194.000,00;0.00;Não;Casa, 254.77 de área total, 44.02 de área privativa, 88.32 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714512595
 8555538055254 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 372, Apto 22, BL D  TR 1 ;148.000,00;148.000,00;0.00;Não;Apartamento, 43.06 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538055254
 8555538259240 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 372, Apto 11, BL C TORRE 2 ;205.000,00;205.000,00;0.00;Não;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538259240
 8555539192689 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 372, Apto 23, BL B TR 3 2 PAV ;150.000,00;150.000,00;0.00;Não;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539192689
 8787702363042 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 112, Apto 11, TORRE 1 ;150.000,00;150.000,00;0.00;Não;Apartamento, 86.77 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702363042
 8787702977873 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMIL, N. 112, Apto 13, BLOCO E TORRE 3 ;150.000,00;150.000,00;0.00;Não;Apartamento, 86.77 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702977873
 8787703020378 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 604, Apto 14, BLOCO D, TORRE 3 ;190.000,00;190.000,00;0.00;Não;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703020378
 8787706399700 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 33, BL F TR 3 3 PAV ;157.000,00;157.000,00;0.00;Não;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706399700
 8555538298661 ;SP ;ARARAQUARA ;JARDIM DAS FLORES ;RUA MAHIBA BARCHA, N. 80, Apto 404, BLOCO 04 ;172.000,00;172.000,00;0.00;Não;Apartamento, 119.97 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538298661
 8787708469527 ;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1301, Apto 502, BL12 ;224.000,00;224.000,00;0.00;Não;Apartamento, 98.27 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708469527
 8444418774537 ;SP ;ARARAQUARA ;JARDIM JACARANDA ;R ENNIO RODRIGUES CARACA, N. 221 ;195.000,00;195.000,00;0.00;Não;Casa, 0.00 de área total, 54.33 de área privativa, 290.77 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418774537
 8787708440782 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 13, BL B TR 1 1 PAV ;158.957,94;157.000,00;0.00;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708440782
 8787712136090 ;SP ;ARARAQUARA ;CAMPOS VILLE ;RUA ARISTIDES FERNANDES, N. 485, Apto 01, BLOCO E  TORRE 4 ;159.233,70;157.000,00;0.00;Não;Apartamento, 87.16 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712136090
 8787703006014 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 604, Apto 21, BL B TORRE 04 ;150.423,28;148.000,00;0.00;Não;Apartamento, 43.06 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703006014
 8555538669686 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA BENTO RAMALHO MACHADO, N. 622, Apto 14, BL.B TR 3 ;140.319,61;138.000,00;0.00;Não;Apartamento, 0.00 de área total, 43.60 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538669686
 8555538468761 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;AVENIDA PROFESSOR GUSTAVO FLEURY CHARMILLOT, N. 372, Apto 34, BL B TORRE 03 ;143.303,44;140.000,00;0.00;Não;Apartamento, 83.63 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538468761
 8787708059795 ;SP ;ARARAQUARA ;JARDIM AMERICA (VILA XAVIER) ;AVENIDA MASSAIUQUI SANO, N. 90, Apto 304, BL 02 PAV 03 ;149.615,55;144.500,00;0.00;Não;Apartamento, 87.72 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708059795
 8787710374805 ;SP ;ARARAQUARA ;JARDIM RESIDENCIAL PARAISO ;RUA ALESSIO SANTINI, N. 260, Apto 22, BL B TORRE 5 ;154.690,61;147.000,00;0.00;Não;Apartamento, 87.46 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710374805
 1444419689160 ;SP ;ARARAQUARA ;CENTRO ;AVENIDA PORTUGAL, N. 432, Apto 51, ;353.626,03;328.922,02;0.00;Não;Apartamento, 133.22 de área total, 119.54 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419689160
 8787714319299 ;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA ENG DOMINGOS FERRARI JUNIOR, N. 1546, CS 71 ;190.190,47;175.000,00;0.00;Não;Casa, 254.77 de área total, 44.02 de área privativa, 88.32 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714319299
 8787709584931 ;SP ;ARARAQUARA ;ALTOS DO JARAGUA ;AVENIDA GOVERNADOR ORESTES QUERCIA, N. 1301, Apto 104,  BLOCO 22 ;192.864,78;175.000,00;0.00;Não;Apartamento, 98.27 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709584931
 8787719227686 ;SP ;ARARAQUARA ;JARDIM BOTANICO ;AVENIDA DOM CARLOS CARMELO, N. 853, Apto 101, BL 12 ;230.223,70;208.000,00;0.00;Não;Apartamento, 93.81 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719227686
 8787715542870 ;SP ;ARARAQUARA ;JARDIM SAO RAFAEL I ;RUA ROBERTO APARECIDO GUILHERME, N. 145, Apto 702, TP1 PAV 7 TORRE 10 ;243.759,72;220.000,00;0.00;Não;Apartamento, 105.01 de área total, 47.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715542870
